ID	Gene Symbol	Gene Name	GB_ACC	SPOT_ID
M31621_x_at	CAD	"Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"	M31621	
M33067_x_at	18SRNA	18S ribosomal RNA	M33067	
M33068_f_at	18SRNA	18S ribosomal RNA	M33068	
M33068_x_at	18SRNA	18S ribosomal RNA	M33068	
M33579_at	RCC1	Regulator of chromosome condensation 1	M33579	
M34562_at	NA	M34562 C.griseus chaperonin (HSP60) non-functional pseudogene.	M34562	
M34665_at	TCP1	T-complex 1	M34665	
M35008_at	RPS14	Ribosomal protein S14	M35008	
M55438_at	GNAO1	"Guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O"	M55438	
M55439_at	GNAO1	"Guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O"	M55439	
M57970_at	CACNA1D	"Calcium channel, voltage-dependent, L type, alpha 1D subunit"	M57970	
M58148_at	NA	"M58148 Syrian hamster MHC class I gene (Hm-1-a haplotype), exons 1, 2 and 3."	M58148	
M58164_at	NA	M58164 Syrian hamster MHC class I gene (Hm-1-a haplotype).	M58164	
M59252_f_at	Abcb1a	"ATP-binding cassette, sub-family B (MDR/TAP), member 1A"	M59252	
M59772_at	GSTM	Glutathione S-transferase M	M59772	
M60771_at	NA	M60771 C.griseus telomere sequence.	M60771	
M60773_at	NA	M60773 C.griseus telomere sequence.	M60773	
M60973_at	GADD45A	"Growth arrest and DNA-damage-inducible, alpha"	M60973	
M63311_at	PRKACA	"Protein kinase, cAMP-dependent, catalytic, alpha"	M63311	
M63629_at	ZP3	Zona pellucida glycoprotein 3 (sperm receptor)	M63629	
M63992_at	NA	"M63992 Hamster cholesteryl ester transfer protein, 3  cds"	M63992	
M73970_at	NA	"M73970 Chinese hamster provirus gene, complete cds."	M73970	
M73991_at	A2M	Alpha-2-macroglobulin	M73991	
M74776_at	SERPINA6	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6"	M74776	
M76730_at	Col5a1	"Procollagen, type V, alpha 1"	M76730	
M80242_at	NA	M80242 Cricetulus griseus carcinogen-induced rearranged DNA.	M80242	
M80243-rc_at	BIRC5	Baculoviral IAP repeat-containing 5 (survivin)	M80243	
M80427_at	NA	"M80427 Syrian golden hamster androgen-dependent expressed protein mRNA, complete cds."	M80427	
M81108_x_at	EGR2	"Early growth response 2 (Krox-20 homolog, Drosophila)"	M81108	
M87540_at	Scn1a	"Sodium channel, voltage-gated, type I, alpha"	M87540	
M87541_at	Scn2a1	"Sodium channel, voltage-gated, type II, alpha 1"	M87541	
M88136_at	SARS	Seryl-tRNA synthetase	M88136	
M95297_at	TCF1	"Transcription factor 1, hepatic; LF-B1, hepatic nuclear factor (HNF1), albumin proximal factor"	M95297	
M96650_at	NA	"M96650 Mesocricetus auratus pregnancy protein (HPP), complete cds."	M96650	
M96676_at	LGALS1	"Lectin, galactoside-binding, soluble, 1 (galectin 1)"	M96676	
M99691_at	NA	M99691 Hamster retroviral sequence mRNA.	M99691	
S46270_f_at	NA	"S46270 hprt=hypoxanthine phosphoribosyl transferase {exon 2} [chinese hamsters, CHO-K1-BH4 cell strain, Genomic Mutant, 469 nt]."	S46270	
S46270_x_at	NA	"S46270 hprt=hypoxanthine phosphoribosyl transferase {exon 2} [chinese hamsters, CHO-K1-BH4 cell strain, Genomic Mutant, 469 nt]."	S46270	
S56005_at	CRP	"C-reactive protein, pentraxin-related"	S56005	
S64241_at	NA	"S64241 hprt=hypoxanthine-guanine phosphoribosyltransferase {exon 4} [Chinese hamsters, mutant BGR-606, Genomic Mutant, 312 nt]"	S64241	
S66296_at	PRL	Prolactin	S66296	
S66299_at	NA	"S66299 growth hormone [Syrian Golden hamsters, mRNA, 809 nt]"	S66299	
S68899_at	TACR2	Tachykinin receptor 2	S68899	
S69934_at	POLR2F	Polymerase (RNA) II (DNA directed) polypeptide F	S69934	
S70720_at	ISL1	"ISL1 transcription factor, LIM/homeodomain, (islet-1)"	S70720	
S73810_at	CYP11B2	"Cytochrome P450, family 11, subfamily B, polypeptide 2"	S73810	
S74024_at	XPA	"Xeroderma pigmentosum, complementation group A"	S74024	
S74095_at	NA	"S74095 ENK=preproenkephalin A [hamsters, golden Syrian, Lakeview, adrenal glands, mRNA, 1217 nt]."	S74095	
S78750_at	Ifna12	"Interferon alpha family, gene 12"	S78750	
S79122_x_at	SON	SON DNA binding protein	S79122	
S79717_x_at	NA	"S79717 hprt=hypoxanthine-guanine phosphoribosyltransferase {exon 4, insertion mutant} [Mesocricetus auratus=Chinese hamsters, K1-BH4 ovary cells, mutant Bsp-025, Genomic Mutant, 404 nt]."	S79717	
S79721_x_at	NA	"S79721 hprt {exon 6, insertion and deletion mutant} [Mesocricetus auratus=Chinese hamsters, K1-BH4 ovary cells, mutant Bsp-027, Genomic Mutant, 249 nt]."	S79721	
S79879_at	Rln1	Relaxin 1	S79879	
S80433_x_at	Reg1	Regenerating islet-derived 1	S80433	
S80616_at	NA	"S80616 Ig=idiotopes and metatopes of anti-fluorescein antibody 4-4-20-specific antibody {clone 3A5-1} [Cricetulus migratorius=Armenian hamster, mRNA Partial, 645 nt]."	S80616	
S80870_at	BHLHB5	"Basic helix-loop-helix domain containing, class B, 5"	S80870	
S81773_at	KCNJ4	"Potassium inwardly-rectifying channel, subfamily J, member 4"	S81773	
S81843_at	ADRBK1	"Adrenergic, beta, receptor kinase 1"	S81843	
S82228_at	NA	"S82228 cytochrome P450C11=11beta-hydroxylase/19-hydroxylase [hamsters, Syrian golden, adrenal glands, mRNA Partial, 2094 nt]."	S82228	
U02028_at	NA	"U02028 Cricetulus griseus Na+ dependent ileal bile acid transporter mRNA, complete cds."	U02028	
U03031_at	Slc19a1	"Solute carrier family 19 (sodium/hydrogen exchanger), member 1"	U03031	
U04967_at	ERCC2	"Excision repair cross-complementing rodent repair deficiency, complementation group 2 (xeroderma pigmentosum D)"	U04967	
U04968_at	NA	"U04968 Cricetulus griseus nucleotide excision repair protein gene, exons 3-23 and complete cds."	U04968	
U05959_at	PEX19	Peroxisomal biogenesis factor 19	U05959	
U06143_at	NEU2	Sialidase 2 (cytosolic sialidase)	U06143	
U09103_at	SREBF1	Sterol regulatory element binding transcription factor 1	U09103	
U09104_at	NA	"U09104 Cricetulus griseus 5  long terminal repeat, complete sequence; gag, pol, and env genes, complete sequence; and 3  long terminal repeat, complete sequence."	U09104	
U09453_at	DPAGT1	Dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	U09453	
U09941_at	NA	"U09941 Mesocricetus auratus proenkephalin gene, complete cds."	U09941	
U10249_at	CDK2AP1	CDK2-associated protein 1	U10249	
U10880_at	NA	"U10880 Mesocricetus auratus LVG clone pHAM1-1 HAM1 antigen mRNA, complete cds."	U10880	
U11453_at	SCARB1	"Scavenger receptor class B, member 1"	U11453	
U11790_at	KIF2C	Kinesin family member 2C	U11790	
U12329_at	SREBF2	Sterol regulatory element binding transcription factor 2	U12329	
U12420_at	NA	"U12420 Cricetulus griseus mitochondrial benzodiazepine receptor (MBR) gene, partial cds."	U12420	
U12585_at	TCF12	"Transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)"	U12585	
U13152_at	WDR79	WD repeat domain 79	U13152	
U13152-rc_at	NA	"U13152 Mesocricetus auratus guanine nucleotide-binding protein beta 5 (Gnb5) mRNA, complete cds."	U13152	
U15161_s_at	DPAGT1	Dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	U15161	
U15161_x_at	DPAGT1	Dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	U15161	
U17165_at	NA	"U17165 Cricetulus migratorius Ig kappa light chain mRNA, complete cds."	U17165	
U17166_at	NA	"U17166 Cricetulus migratorius IgG heavy chain mRNA, complete cds."	U17166	
U17871_at	Igh-1a	Immunoglobulin heavy chain 1a (serum IgG2a)	U17871	
U20114_at	NA	"U20114 Cricetulus griseus beta-actin (ACTB) gene, complete cds."	U20114	
U20434_s_at	FURIN	Furin (paired basic amino acid cleaving enzyme)	U20434	
U20951_at	CENPB	"Centromere protein B, 80kDa"	U20951	
U21102_at	Mttp	Microsomal triglyceride transfer protein	U21102	
U21937_at	Kcnj6	"Potassium inwardly-rectifying channel, subfamily J, member 6"	U21937	
U22818_at	NA	"U22818 Cricetulus griseus SRD-2 mutant sterol regulatory element binding protein-2 (SREBP-2) mRNA, complete cds."	U22818	
U22819_s_at	SREBF2	Sterol regulatory element binding transcription factor 2	U22819	
U22819_x_at	NA	"U22819 Cricetulus griseus SRD-3 mutant sterol regulatory element binding protein-2 (SREBP-2) mRNA, complete cds."	U22819	
U24679_at	NEUROD1	Neurogenic differentiation 1	U24679	
U26588_at	ADK	Adenosine kinase	U26588	
U29167_at	TPM2	Tropomyosin 2 (beta)	U29167	
U29660_s_at	NA	U29660 Cricetulus griseus hydrogen peroxide-inducible adapt33A RNA.	U29660	
U29660_x_at	NA	U29660 Cricetulus griseus hydrogen peroxide-inducible adapt33A RNA.	U29660	
U39304_at	Psmc1	"Protease (prosome, macropain) 26S subunit, ATPase 1"	U39304	
U40585_at	PDE1B	"Phosphodiesterase 1B, calmodulin-dependent"	U40585	
U40626_at	NA	U40626 Syrian golden hamster genomic sequence.	U40626	
U41500_at	ARS2	ARS2 protein	U41500	
U41738_at	NA	"U41738 Mesocricetus auratus pancreatic beta cell growth factor (INGAP) mRNA, complete cds."	U41738	
U41899_at	BAIAP2	BAI1-associated protein 2	U41899	
U42430_at	CD36	CD36 molecule (thrombospondin receptor)	U42430	
U42440_at	Krt1-13	"Keratin complex 1, acidic, gene 13"	U42440	
U42441_x_at	KRT10	Keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)	U42441	
U43278_at	Msr1	Macrophage scavenger receptor 1	U43278	
U43333_at	ALOX5	Arachidonate 5-lipoxygenase	U43333	
U47320_at	SOAT1	Sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	U47320	
U47332_at	NA	"U47332 Mesocricetus auratus MCH3/SCA-2 mRNA, complete cds."	U47332	
U48852_at	CRELD2	Cysteine-rich with EGF-like domains 2	U48852	
U49649_at	CDKN1B	"Cyclin-dependent kinase inhibitor 1B (p27, Kip1)"	U49649	
U49841_at	Gosr1	Golgi SNAP receptor complex member 1	U49841	
U50564_at	PLCD1	"Phospholipase C, delta 1"	U50564	
U50565_at	PLCD1	"Phospholipase C, delta 1"	U50565	
U50566_at	PLCD1	"Phospholipase C, delta 1"	U50566	
U51162_at	GLG1	Golgi apparatus protein 1	U51162	
U56144_x_at	NA	"U56144 Cricetulus longicaudatus Pit-1 gene, distal upstream enhancer."	U56144	
U58672_at	OAZ1	Ornithine decarboxylase antizyme 1	U58672	
U58838_x_at	NA	"U58838 Cricetulus griseus reduced folate carrier gene, first exon and upstream sequences."	U58838	
U58839_x_at	NA	"U58839 Cricetulus griseus reduced folate carrier gene, exon 2."	U58839	
U59429_at	NA	"U59429 Cricetinae gen. sp. diacylglycerol kinase eta mRNA, complete cds."	U59429	
U60263_at	NA	"U60263 Cricetulus griseus Adapt78 (adapt78) mRNA, complete cds."	U60263	
U61141_at	LMX1B	"LIM homeobox transcription factor 1, beta"	U61141	
U62587_at	MGAT5	"Mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase"	U62587	
U62587_g_at	MGAT5	"Mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase"	U62587	
U62588_x_at	SDC1	Syndecan 1	U62588	
U62810_at	KCNV1	"Potassium channel, subfamily V, member 1"	U62810	
U65889_at	IBSP	"Integrin-binding sialoprotein (bone sialoprotein, bone sialoprotein II)"	U65889	
U66490_at	STAR	Steroidogenic acute regulator	U66490	
U66494_at	CYP17A1	"Cytochrome P450, family 17, subfamily A, polypeptide 1"	U66494	
U67060_at	SCAP	SREBP cleavage-activating protein	U67060	
U67146_at	EEF1E1	Eukaryotic translation elongation factor 1 epsilon 1	U67146	
U71279_at	MC2R	Melanocortin 2 receptor (adrenocorticotropic hormone)	U71279	
U71280_at	NA	"U71280 Mesocricetus auratus cytochrome P450 aldosterone synthase (CYP11B2) gene, complete cds."	U71280	
U71399_at	Cyb5	Cytochrome b-5	U71399	
U73375_at	LGALS3BP	"Lectin, galactoside-binding, soluble, 3 binding protein"	U73375	
U73854_at	NA	"U73854 Mesocricetus auratus homeodomain protein PDX1 (pdx1) mRNA, complete cds."	U73854	
U78769_at	PRNP	"Prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)"	U78769	
U83983_at	NA	"U83983 Cricetulus griseus apoptosis associated protein (GADD34) gene, promoter sequence."	U83983	
U88975_at	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	U88975	
U91742_at	SEC22B	SEC22 vesicle trafficking protein homolog B (S. cerevisiae)	U91742	
U91904_at	FRZB	Frizzled-related protein	U91904	
U91937_at	NA	"U91937 U91937 Mesocricetus auratus library (Lehman MN) Mesocricetus auratus cDNA clone CG3A, mRNA sequence."	U91937	
U91938_at	GNRH1	Gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	U91938	
U94480_at	NA	U94480 Mesocricetus auratus bleomycin-induced reciprocal crossover region.	U94480	
U94481_x_at	NA	U94481 Mesocricetus auratus bleomycin-induced reciprocal crossover region.	U94481	
U94482_f_at	NA	U94482 Mesocricetus auratus bleomycin-induced reciprocal crossover region.	U94482	
U94482_x_at	NA	U94482 Mesocricetus auratus bleomycin-induced reciprocal crossover region.	U94482	
U94483_x_at	NA	U94483 Mesocricetus auratus bleomycin-induced reciprocal crossover region.	U94483	
U94484_at	NA	U94484 Mesocricetus auratus bleomycin-induced reciprocal crossover region.	U94484	
U94485_at	NA	U94485 Mesocricetus auratus bleomycin-induced reciprocal crossover region.	U94485	
U94486_x_at	NA	U94486 Mesocricetus auratus bleomycin-induced reciprocal crossover region.	U94486	
U94995_at	PLD1	"Phospholipase D1, phosphatidylcholine-specific"	U94995	
U96612_at	NRG1	Neuregulin 1	U96612	
X02804_at	NA	Cluster includes X02804 Syrian hamster Cmu-gene for immunoglobulin heavy chain	X02804	
X02950_at	NA	X02950 Hamster alpha-A crystallin gene 5  part (exons 1-3)	X02950	
X02951_at	CRYAA	"Crystallin, alpha A"	X02951	
X03823_at	NA	X03823 Chinese hamster small polydisperse circular DNA (spcDNA) clone 1 from CHO cells	X03823	
X03824_x_at	NA	X03824 Chinese hamster small polydisperse circular DNA (spcDNA) clone A3 from CHO cells	X03824	
X03826_at	NA	X03826 Chinese hamster small polydisperse circular DNA (spcDNA) clone B9B from CHO cells	X03826	
X03827_f_at	NA	X03827 Chinese hamster small polydisperse circular DNA (spcDNA) clone B11 from CHO-cells	X03827	
X03827_x_at	NA	X03827 Chinese hamster small polydisperse circular DNA (spcDNA) clone B11 from CHO-cells	X03827	
X03828_at	NA	X03828 Chinese hamster chromosomal DNA (B1218) homologous to spcDNA B12 (spcDNA = small polydisperse circular DNA)	X03828	
X03829_at	NA	X03829 Chinese hamster chromosomal DNA (B12X) homologous to spcDNA B12 (spc DNA = small polydisperse circular DNA)	X03829	
X03830_at	NA	X03830 Chinese hamster chromosomal DNA (B717) homologous to spcDNA B7 (spcDNA = small polydisperse circular DNA)	X03830	
X04656_at	SRI	Sorcin	X04656	
X05346_at	HARS	Histidyl-tRNA synthetase	X05346	
X05584_at	NA	"X05584 Chinese hamster W gene region novel junction NJ551,562"	X05584	
X06654_at	INTRON	X06654 Chinese hamster dhfr gene intron IV SAR-2 region SAR = scaffold-associated region	X06654	
X07273_at	MYH7	"Myosin, heavy polypeptide 7, cardiac muscle, beta"	X07273	
X07513_at	APRT	Adenine phosphoribosyltransferase	X07513	
X07947_at	NA	X07947 Chinese hamster Intracisternal A-Particle gene (IAP) corresponding to 5 LTR-GAG	X07947	
X13175_f_at	NA	X13175 Hamster KG4 mRNA related to cellular proliferation	X13175	
X13997-rc_x_at	NA	RC X13997 Hamster DNA/transfected plasmid junction	X13997	
X13998_x_at	NA	X13998 Hamster DNA/transfected plasmid junction	X13998	
X14996_at	NA	X14996 Hamster EcoRI donor DNA fragment for S88 aprt insertion	X14996	
X15416_f_at	NA	X15416 Chinese hamster (CHO) consensus G-repeat DNA (1)	X15416	
X15416_x_at	NA	X15416 Chinese hamster (CHO) consensus G-repeat DNA (1)	X15416	
X15417_f_at	NA	X15417 Chinese hamster (CHO) consensus G-repeat DNA (2)	X15417	
X15417_x_at	NA	X15417 Chinese hamster (CHO) consensus G-repeat DNA (2)	X15417	
X15418_f_at	NA	X15418 Chinese hamster (CHO) consensus G-repeat DNA (7)	X15418	
X15418_x_at	NA	X15418 Chinese hamster (CHO) consensus G-repeat DNA (7)	X15418	
X15419_f_at	NA	X15419 Chinese hamster (CHO) consensus G-repeat DNA (11)	X15419	
X15419_x_at	NA	X15419 Chinese hamster (CHO) consensus G-repeat DNA (11)	X15419	
X15420_f_at	NA	X15420 Chinese hamster (CHO) G-repeat DNA (spc 19A)	X15420	
X15420_x_at	NA	X15420 Chinese hamster (CHO) G-repeat DNA (spc 19A)	X15420	
X15465_at	NA	RC X15465 Hamster SPC14 LINE L1 repeat DNA	X15465	
X15465-rc_at	NA	X15465 Hamster SPC14 LINE L1 repeat DNA	X15465	
X15652_at	NSF	N-ethylmaleimide-sensitive factor	X15652	
X16160_at	C1S	"Complement component 1, s subcomponent"	X16160	
X16819_at	NA	X16819 Chinese hamster (mutant S209) aprt locus breakpoint DNA	X16819	
X16820_at	NA	X16820 Chinese hamster (mutant S207) aprt locus breakpoint DNA	X16820	
X16822_at	NA	X16822 Chinese hamster (mutant S10) aprt locus breakpoint DNA and inserted fragment	X16822	
X16823_x_at	NA	X16823 Chinese hamster (mutant S10) aprt locus alu B(1) repeat DNA	X16823	
X16824_at	NA	X16824 Chinese hamster (mutant S225) aprt locus breakpoint DNA	X16824	
X17002_at	NA	X17002 Golden hamster partial mRNA for beta 2 microglobulin	X17002	
X51747_at	HSPB1	Heat shock 27kDa protein 1	X51747	
X52130_x_at	ASNS	Asparagine synthetase	X52130	
X53073_x_at	HPRT1	Hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)	X53073	
X53074_f_at	HPRT1	Hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)	X53074	
X53074_x_at	HPRT1	Hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)	X53074	
X53077_x_at	NA	"X53077 C.longicaudatus HPRT gene, exon 5"	X53077	
X53078_f_at	HPRT1	Hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)	X53078	
X53079_at	HPRT1	Hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)	X53079	
X53791_at	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A	X53791	
X53906_at	NA	X53906 Chinese hamster ODC gene for ornithine decarboxylase promoter region	X53906	
X54142_x_at	NA	X54142 M.auratus mRNA for arylamine acetyltransferase AT-I	X54142	
X56067_at	IAPP	Islet amyloid polypeptide	X56067	
X56205_at	MYH3	"Myosin, heavy polypeptide 3, skeletal muscle, embryonic"	X56205	
X56206_at	MYH3	"Myosin, heavy polypeptide 3, skeletal muscle, embryonic"	X56206	
X56207_at	NA	"X56207 Hamster gene for myosin heavy chain, exons 1 & 2"	X56207	
X57029_at	NA	X57029 M.auratus mRNA for alpha globin chain	X57029	
X57112_at	B2m	Beta-2 microglobulin	X57112	
X61033_at	NA	X61033 M.auratus mu class glutathione transferase gene	X61033	
X61084_at	NA	X61084 C.griseus rhodopsin gene for opsin protein	X61084	
X61588_at	RHOG	"Ras homolog gene family, member G (rho G)"	X61588	
X62945_at	RNASE1	"Ribonuclease, RNase A family, 1 (pancreatic)"	X62945	
X63389_at	Wwp2	WW domain containing E3 ubiquitin protein ligase 2	X63389	
X63415_at	RARS	Arginyl-tRNA synthetase	X63415	
X63416_at	MOS	V-mos Moloney murine sarcoma viral oncogene homolog	X63416	
X63861_at	AMD1	Adenosylmethionine decarboxylase 1	X63861	
X64179_x_at	NA	X64179 M.auratus mRNA for beta-like y-globin gene	X64179	
X64313_at	NA	X64313 C.barbarensis DNA for TALLbcr homology sequence	X64313	
X65081_at	MGMT	O-6-methylguanine-DNA methyltransferase	X65081	
X65238_at	NA	X65238 C.cricetus aphrodisin.	X65238	
X65592_at	NA	X65592 C.griseus DNA sequence for interstitial telomere associated sequence 1	X65592	
X65593_at	NA	X65593 C.griseus DNA sequence for interstitial telomere associated sequence 2	X65593	
X65594_at	NA	X65594 C.griseus DNA sequence for interstitial telomere associated sequence 3	X65594	
X65595_at	NA	X65595 C.griseus DNA sequence for interstitial telomere associated sequence 4	X65595	
X65596_x_at	NA	X65596 C.griseus DNA sequence for interstitial telomere associated sequence 5	X65596	
X68970_at	SLC9A1	"Solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)"	X68970	
X69617_x_at	NA	X69617 C.longicaudatus repeated DNA fragment	X69617	
X75639_at	NA	"X75639 C.longicaudatus genomic repeat region, downstream of the APRT gene"	X75639	
X75640_at	NA	X75640 C.longicaudatus upstream of the APRT gene	X75640	
X75642_at	NA	X75642 C.longicaudatus repeat region 6.5-10 kb downstream of the CHO APRT gene	X75642	
X75643_at	NA	X75643 C.longicaudatus IAP junction sequence of the CHO APRT gene	X75643	
X75644_at	NA	RC X75644 C.longicaudatus junction sequence of a high frequency deletion of the CHO APRT gene	X75644	
X75644-rc_at	NA	X75644 C.longicaudatus junction sequence of a high frequency deletion of the CHO APRT gene	X75644	
X75645_at	NA	RC X75645 C.longicaudatus a high frequency deletion of the CHO APRT gene	X75645	
X75645-rc_at	NA	X75645 C.longicaudatus a high frequency deletion of the CHO APRT gene	X75645	
X77259_at	Ifit2	Interferon-induced protein with tetratricopeptide repeats 2	X77259	
X77371_at	SYCP3	Synaptonemal complex protein 3	X77371	
